1490
719	38	832
719	38	263
719	38	664
719	38	696
719	38	151
719	38	404
719	38	473
719	38	366
719	38	576
719	38	311
719	38	632
719	38	492
719	38	108
719	38	90
719	38	620
719	38	491
719	38	305
719	38	31
719	38	901
719	38	902
719	38	382
719	38	697
719	38	346
719	38	868
719	38	513
719	38	725
719	38	551
832	38	17
832	38	649
832	38	233
832	38	272
832	38	824
17	38	135
17	10	336
649	38	412
233	38	726
272	38	569
272	99	230
824	38	848
824	10	890
263	38	373
664	65	722
664	65	264
664	65	562
664	65	575
664	65	239
664	65	811
664	65	398
664	65	646
664	65	81
664	65	595
664	65	93
722	38	891
722	153	489
722	161	567
722	0	149
264	38	523
264	153	130
264	161	98
264	0	524
562	38	648
562	153	681
562	28	342
562	66	51
575	38	246
575	153	773
575	28	132
575	66	765
239	38	763
239	7	277
239	7	777
277	38	3
277	66	22
777	38	243
777	66	814
239	177	27
239	20	587
811	38	110
811	153	367
811	117	296
398	177	139
398	20	183
646	38	355
646	153	143
81	38	900
81	153	665
595	38	7
595	27	845
595	153	5
93	38	299
93	153	577
93	30	290
93	122	280
696	38	854
696	30	761
696	122	613
151	55	418
151	153	131
151	101	656
151	84	487
151	84	559
487	84	88
559	84	895
404	55	855
404	65	779
779	38	875
779	55	79
779	171	399
779	85	395
473	55	294
473	65	351
473	65	53
351	38	605
351	65	526
351	65	413
351	65	65
351	65	363
53	38	4
53	65	365
53	65	413
53	55	672
473	30	167
473	122	242
473	154	835
473	46	467
366	167	432
366	55	105
366	145	245
366	1	345
366	146	638
576	167	285
311	167	822
632	167	863
492	167	203
108	167	301
90	167	704
620	167	692
491	167	525
305	167	360
31	167	865
901	167	0
902	167	478
382	167	556
697	153	359
697	85	175
697	87	840
346	153	782
346	55	826
346	65	885
885	153	416
346	85	173
346	171	227
868	38	843
868	55	57
868	85	772
868	171	718
513	38	485
513	65	542
513	65	816
513	65	283
542	153	503
816	38	134
816	87	543
816	78	703
283	38	864
283	87	530
283	78	815
725	55	384
725	85	431
551	153	897
551	55	67
135	74	104
104	74	440
104	74	593
593	23	440
336	74	73
336	74	674
336	74	252
73	74	735
73	74	124
124	23	735
735	74	873
735	74	106
106	124	873
412	74	21
412	74	631
21	74	153
21	74	87
153	109	87
726	74	403
403	74	9
403	74	896
896	94	9
9	138	896
569	74	707
707	74	792
707	74	272
272	94	792
792	138	272
792	74	575
792	74	218
575	120	218
230	74	407
407	74	402
407	74	554
554	94	402
402	138	554
402	74	196
402	74	138
138	124	196
848	74	803
848	74	309
890	74	405
405	74	508
405	74	798
798	110	508
798	74	522
798	74	364
798	74	468
798	74	575
522	77	364
468	111	575
373	74	140
373	74	86
86	74	8
86	74	159
140	74	263
140	74	38
263	108	38
891	74	659
659	74	722
659	74	148
659	74	182
722	149	148
722	149	182
489	74	535
489	74	612
489	74	331
535	74	722
535	74	145
535	74	411
722	121	145
411	121	145
612	74	572
612	74	255
572	165	255
567	74	535
149	74	612
149	74	475
612	74	572
612	74	255
572	165	255
523	74	472
523	74	496
523	74	102
523	74	794
496	74	71
496	74	778
778	124	71
102	74	128
102	74	297
297	124	128
794	74	164
794	74	329
329	124	164
164	74	575
164	74	211
575	112	211
130	74	472
130	74	496
98	74	472
524	74	472
648	74	685
648	74	146
681	74	304
681	74	304
51	74	758
51	74	547
51	74	800
51	74	512
800	74	858
800	74	180
800	74	260
858	71	180
858	108	260
512	74	180
512	74	222
180	82	222
246	74	193
246	74	401
773	74	603
773	74	603
765	74	758
765	74	547
765	74	800
765	74	512
763	74	436
763	74	24
763	74	886
763	74	61
763	74	694
61	74	385
61	74	910
910	94	385
385	138	910
694	74	694
436	74	239
436	74	206
239	47	206
24	74	239
24	74	817
239	65	817
910	74	239
910	74	255
910	74	477
910	74	422
910	74	642
910	74	642
910	74	477
239	17	255
239	11	477
239	160	422
239	160	642
239	160	642
239	11	477
694	74	239
694	74	255
239	33	255
3	74	886
22	74	315
243	74	61
243	74	694
61	74	385
61	74	910
910	94	385
385	138	910
694	74	694
910	74	239
910	74	255
910	74	422
910	74	642
910	74	477
910	74	642
910	74	477
239	17	255
239	160	422
239	160	642
239	11	477
239	160	642
239	11	477
694	74	239
694	74	255
239	33	255
814	74	315
27	74	332
27	74	278
27	74	861
332	74	767
332	74	168
168	124	767
587	74	861
110	74	113
110	74	828
828	74	435
828	74	293
293	124	435
113	74	716
113	74	675
716	24	675
435	74	219
435	74	142
219	25	142
293	74	716
367	74	184
184	74	785
184	74	338
338	110	785
785	74	145
785	74	856
145	173	856
296	74	493
139	74	116
139	74	610
139	74	829
116	74	767
116	74	42
42	124	767
183	74	829
355	74	310
355	74	381
355	74	608
355	74	6
310	74	509
310	74	78
78	124	509
6	74	128
6	74	778
778	124	128
608	74	145
608	74	273
145	151	273
78	74	839
78	74	425
839	114	425
143	74	162
143	74	731
731	74	258
731	74	908
908	124	258
908	74	869
908	74	510
510	76	869
510	74	839
510	74	780
839	73	780
900	74	207
665	74	497
7	74	743
7	74	657
7	74	566
7	74	320
7	74	15
743	74	595
743	74	616
743	74	683
595	108	616
595	119	683
657	74	667
657	74	171
657	74	595
657	74	663
667	118	171
667	97	595
667	6	663
566	74	464
566	74	722
566	74	722
464	108	722
464	108	722
845	74	566
5	74	607
5	74	749
5	74	682
5	74	517
749	74	836
749	74	546
546	110	836
517	74	176
517	74	358
358	8	176
176	74	856
176	74	38
856	44	38
299	74	752
299	74	271
752	74	256
752	74	136
136	124	256
271	74	250
271	74	44
44	124	250
44	74	801
44	74	684
684	8	801
136	74	93
136	74	621
136	74	421
93	24	621
93	24	421
801	74	856
801	74	195
856	127	195
684	74	664
577	74	450
577	74	898
577	74	536
898	74	627
898	74	191
191	23	627
191	74	269
191	74	628
628	8	269
269	74	231
269	74	563
231	103	563
290	74	450
290	74	898
290	74	536
280	74	450
280	74	898
280	74	536
854	74	622
854	74	91
854	74	430
854	74	259
854	74	711
854	74	499
854	74	47
430	74	60
430	74	441
441	76	60
622	74	696
622	74	584
622	74	768
696	96	584
696	96	768
91	74	696
91	74	255
696	75	255
259	74	147
259	74	74
147	133	74
711	74	653
711	74	696
711	74	368
711	74	892
653	29	696
653	108	368
892	29	696
892	108	368
47	74	339
47	74	308
339	168	308
441	74	696
441	74	744
696	140	744
761	74	144
144	74	847
144	74	857
857	110	847
847	74	611
847	74	856
611	173	856
613	74	889
418	74	733
418	74	676
418	74	601
418	74	370
418	74	236
418	74	313
418	74	187
418	74	579
418	74	702
418	74	809
418	74	637
418	74	651
418	74	361
418	74	215
418	74	192
418	74	29
418	74	691
418	74	549
418	74	333
418	74	406
418	74	249
418	74	537
418	74	371
236	74	764
236	74	438
438	94	764
764	138	438
702	74	764
702	74	181
181	94	764
764	138	181
809	74	756
809	74	43
43	94	756
756	138	43
637	74	634
637	74	706
706	23	634
361	74	455
361	74	107
107	124	455
215	74	460
215	74	95
95	124	460
192	74	636
192	74	257
257	94	636
636	138	257
29	74	666
29	74	77
77	94	666
666	138	77
691	74	680
691	74	750
750	110	680
333	74	870
333	74	459
459	94	870
870	138	459
870	74	591
870	74	221
221	23	591
676	74	625
676	74	85
625	95	85
370	74	120
370	74	586
120	176	586
651	74	722
651	74	376
651	74	615
651	74	289
722	136	376
722	115	615
722	5	289
722	9	289
406	74	155
406	74	49
155	169	49
371	74	121
371	74	302
371	74	63
121	40	302
121	168	63
764	74	575
764	74	307
575	159	307
438	74	887
438	74	560
438	74	318
887	148	560
887	108	318
181	74	318
181	74	560
43	74	787
43	74	341
787	16	341
460	74	820
460	74	453
820	108	453
77	74	787
77	74	341
221	74	722
221	74	274
722	43	274
131	74	380
131	74	66
131	74	841
66	74	762
66	74	494
494	124	762
656	74	521
656	74	126
88	74	170
170	74	766
170	74	129
766	74	662
766	74	851
662	80	851
129	74	738
129	74	185
129	74	661
738	61	185
738	64	661
895	74	463
895	74	872
872	74	559
872	74	498
559	19	498
855	74	654
855	74	101
855	74	565
855	74	228
855	74	871
228	74	186
228	74	94
94	94	186
186	138	94
101	74	324
101	74	25
324	31	25
871	74	879
871	74	695
879	77	695
94	74	597
94	74	319
94	74	366
597	32	319
597	79	366
875	74	481
875	74	553
875	74	226
875	74	197
875	74	156
875	74	592
481	74	41
481	74	695
695	124	41
156	74	448
156	74	590
590	94	448
448	138	590
592	74	214
592	74	433
433	124	214
226	74	722
226	74	779
226	74	690
226	74	160
226	74	695
226	74	596
226	74	894
722	60	779
722	72	690
722	72	160
722	12	695
722	12	596
722	49	894
197	74	281
197	74	420
197	74	779
197	74	348
281	126	420
779	21	348
41	74	779
41	74	388
779	108	388
695	74	526
695	74	165
526	0	165
448	74	526
448	74	261
526	107	261
590	74	404
590	74	266
404	18	266
214	74	526
214	74	630
526	107	630
79	74	220
79	74	909
79	74	424
79	74	878
220	74	585
220	74	490
490	124	585
909	74	713
909	74	526
713	41	526
878	74	757
878	74	377
757	179	377
399	74	379
399	74	748
399	74	374
374	74	208
374	74	19
379	74	746
379	74	526
746	102	526
